94224,ORG,AVOCADO REED ORG,0,1.49,
94011,ORGANIC,BANANAS,lb,0.99,
94225,ORGANIC,AVOCADOS HASS,EA,1.49,
94060,ORGANIC,BROCCOLI ORG,PER LB,2.99,
94079,ORGANIC,CAULIFLOWER,PER LB,2.49,
94074,ORGANIC,YAMS GARNET,PER LB,1.99,
94067,ORGANIC,SQUASH ZUCCHINI,PER LB,2.99,
94093,ORGANIC,Onions yellow,lb,1.69,
94562,ORGANIC,Carrots loose,PER LB,1.69,
94068,ORGANIC,Onions Green Scallions,EA,1.99,
94069,ORGANIC,Cabbage Green,PER LB,1.69,
94062,ORGANIC,CUCUMBER,PER LB,2.99,
94688,ORGANIC,PEPPER BELL RED,PER LB,5.99,
94889,ORGANIC,Cilantro org,EA,1.99,
94627,ORGANIC,KALE GREEN,EA,2.49,
033383902050,ORGANIC,CARROTS BABY,1#,1.99,
94053,ORGANIC,LEMON,0,3.99,
033383655925,ORGANIC,TOMATO GRAPE,EA,2.99,
94082,ORGANIC,ONIONS RED,PER LB,2.29,
94759,ORGANIC,Squash butternut,PER LB,1.49,
94409,ORGANIC,PEARS BARTLETT,PER LB,1.99,
715756200115,ORGANIC,BERRIES Strawberries,1 LB,3.99,
94080,ORGANIC,Asparagus,PER LB,7.99,
642102727616,ORGANIC,MUSHROOMS WHITE,8 OZ,2.99,
033383902029,ORGANIC,CARROTS,2 LB,2.69,
94816,ORGANIC,YAMS,PER LB,1.99,
94075,ORGANIC,LETTUCE RED LEAF,EA,2.99,
94959,ORGANIC,MANGOS,EA,1.5,
94066,ORGANIC,BEANS GREEN,PER LB,3.99,
94554,ORGANIC,Cabbage Red,PER LB,1.99,
94416,ORGANIC,PEARS D ANJOU,PER LB,1.99,
94131,ORGANIC,APPLES Fuji,PER LB,3.49,
94540,ORGANIC,BEETS RED LOOSE,PER LB,2.49,
032601900205,ORGANIC,SPINACH BABY,0,3.99,
94065,ORGANIC,PEPPER BELL GREEN,PER LB,1.99,
94640,ORGANIC,LETTUCE ROMAINE,EA,2.99,
93421,ORGANIC,WATERMELON RED SEEDLESS OG,0,0.79,
94076,ORGANIC,LETTUCE GREEN LEAF,EA,2.99,
94901,ORGANIC,PARSLEY ITALIAN ORG,EA,1.99,
94648,ORGANIC,MUSHROOM CRIMINI,0,5.99,
94094,ORGANIC,CARROTS BUNCH RAINBOW,EA,2.99,
94608,ORGANIC,GARLIC,PER LB,6.99,
895203001011,ORGANIC,SALAD MIX SPINACH O/GIRL,5 OZ,4.69,
94087,ORGANIC,Tomato Roma,PER LB,2.99,
715756100040,ORGANIC,BERRIES RASPBERRIES,EA,2.99,
94081,ORGANIC,EGGPLANT,PER LB,2.99,
94129,ORGANIC,APPLES Fuji,0,3.49,
94030,ORGANIC,KIWIFRUIT OG,0,3.49,
94776,ORGANIC,SQUASH SPAGHETTI,PER LB,1.49,
94089,ORGANIC,RADISH BUNCH/LOOSE,EA,2.99,
94050,ORGANIC,MELON CANTALOUPE,PER LB,1.19,
94064,ORGANIC,TOMATO,PER LB,3.49,
94383,ORGANIC,TANGELO,PER LB,2.49,
94629,ORGANIC,LEEKS,PER LB,2.99,
033383902036,ORGANIC,CARROTS,5#,5.99,
032601900106,ORGANIC,SALAD MIX CLAM EARTHBOUND,EA,3.99,
94612,ORGANIC,GINGER,PER LB,5.99,
94135,ORGANIC,APPLES GALA,PER LB,2.99,
94090,ORGANIC,Spinach bunch,EA,3.69,
94413,ORGANIC,Pears bosc,PER LB,2.39,
94539,ORGANIC,BEETS BUNCH,0,3.49,
93121,ORGANIC,PEPPER Orange,PER LB,5.99,
033383012292,ORGANIC,APPLES FUJI BAGGED,EA,8.99,
033383012476,ORGANIC,APPLE PINK LADY BAGGED ORGANIC,0,9.99,
94091,ORGANIC,YAMS JEWEL,PER LB,1.99,
94782,ORGANIC,Squash Yellow,lb,2.99,
032601900403,ORGANIC,SALAD MIX ARUGULA CLAM EARTHBO,EA,3.99,
032601900458,ORGANIC,SALAD MIX HERB EARTHBOUND,EA,3.99,
94544,ORGANIC,BOK CHOY BABY,PER LB,3.99,
94614,ORGANIC,COLLARDS,EA,2.99,
94662,ORGANIC,Shallots,lb,5.99,
94811,ORGANIC,TURNIP,PER LB,2.49,
94749,ORGANIC,Spinach loose,PER LB,7.99,
94900,ORGANIC,PARSLEY CURLY ORG,EA,1.99,
94891,ORGANIC,DILL,0,2.99,
93151,ORGANIC,TOMATO,PER LB,3.49,
94650,ORGANIC,Mushrooms Portabella,lb,6.99,
93110,ORGANIC,ORANGES Navel Red,PER LB,3.49,
94750,ORGANIC,Squash acorn,PER LB,1.49,
94651,ORGANIC,Mushrooms Shiitake,PER LB,12.99,
94545,ORGANIC,Bok Choy,lb,1.99,
94672,ORGANIC,Parsnips,lb,2.49,
94021,ORGANIC,APPLES Golden Delicious,0,2.49,
828904595428,ORGANIC,ORANGES NAVEL BAGGED,EA,8.99,
033383901022,ORGANIC,POTATO RUSSET BAGGED,EA,4.99,
078783902064,ORGANIC,CARROTS BABY,0,3.99,
94286,ORGANIC,GRAPEFRUIT,PER LB,1.79,
94515,ORGANIC,FENNEL ORG,0,3.99,
033383901039,ORGANIC,Potato yukon bagged,EA,8.99,
94598,ORGANIC,RADISH Daikon,lb,1.69,
94450,ORGANIC,TANGERINES Clementine,0,3.99,
94342,ORGANIC,CANTALOUPE CUTS,PER LB,1.29,
94085,ORGANIC,MUSHROOMS white bulk,lb,3.99,
94024,ORGANIC,BARTLETT PEAR,PER LB,1.99,
94027,ORGANIC,GRAPEFRUIT RUBY,PER LB,1.79,
94012,ORGANIC,ORANGES NAVEL,PER LB,1.99,
94103,ORGANIC,APPLES BRAEBURN,PER LB,3.49,
94587,ORGANIC,CHARD RED,EA,2.99,
93012,ORGANIC,Pears Abate Fetal,PER LB,2.49,
94693,ORGANIC,PEPPER JALAPENO,PER LB,3.99,
93128,ORGANIC,POTATO Purple,0,1.99,
94430,ORGANIC,PINEAPPLE,EA,5.99,
94331,ORGANIC,MELON Sugarbaby,0,1.29,
033383119847,ORGANIC,ORANGES NAVEL BAGGED,EA,8.99,
94015,ORGANIC,APPLES Red Delicious,0,2.49,
033383222325,ORGANIC,BERRIES BLUEBERRIES,EA,3.99,
93097,ORGANIC,LETTUCE ROMAINE RED,EA,2.49,
94615,ORGANIC,Dandelion red & green,ct,3.69,
033383009308,ORGANIC,APPLES GO,0,7.99,
715756200221,ORGANIC,Strawberry 2lb org,2 LB,9.99,
94051,ORGANIC,MANGO,EA,1.5,
94439,ORGANIC,PLUM ORG RED,0,5.99,
93129,ORGANIC,GRAPEFRUIT Pummelo Red,EA,3.99,
93120,ORGANIC,PEPPER GREEN BELL OG,0,3.29,
94705,ORGANIC,PEPPER POBLANO,0,3.99,
94020,ORGANIC,APPLES Gold Del,PER LB,2.49,
94762,ORGANIC,ARTICHOKE,Extra Large,2.39,
94017,ORGANIC,APPLES GRANNY SMITH,PER LB,3.49,
94801,ORGANIC,TOMATILLO,PER LB,2.49,
033383902012,ORGANIC,CARROT BAG,1 LB,1.49,
94415,ORGANIC,PEARS RED,PER LB,2.49,
610462101216,ORGANIC,ORANGE VALENCIA BAGGED,EA,5.99,
94332,ORGANIC,MELON Muskmelon,0,1.19,
780353784214,ORGANIC,STRAWBERRY,16 OZ,3.99,
032601031152,ORGANIC,LETTUCE ROMAIN HEARTS,EA,3.99,
94497,ORGANIC,GRAPES Sugraone/Autumn Seedles,0,2.49,
94791,ORGANIC,Sunchokes,lb,5.99,
94884,ORGANIC,ARUGULA BUNCH,EA,1.99,
690545915664,ORGANIC,POTATO FINGERLING RUSSIAN,EA,3.99,
94400,ORGANIC,PEACHES White,0,3.99,
751972021011,ORGANIC,Oranges valencia bagged,ct,5.99,
94084,ORGANIC,ARTICHOKE,EA,2.39,
751972022018,ORGANIC,ORANGES BAG,0,8.99,
033383012308,ORGANIC,APPLES FUJI,0,3.99,
033383904245,ORGANIC,BEETS BUNCH,EA,3.49,
94289,ORGANIC,GRAPEFRUIT Deep Red,0,1.79,
93047,ORGANIC,DATES Medjool,0,8.99,
93098,ORGANIC,LETTUCE Boston,0,2.29,
653571322110,ORGANIC,LEMON BAGGED,EA,7.99,
94586,ORGANIC,Chard Green,ea,1.99,
033383012483,ORGANIC,APPLES PINK,0,9.99,
94042,ORGANIC,Plums red,PER LB,5.99,
93852,ORGANIC,PEAR PACKHAM FT,PER LB,1.99,
033383904153,ORGANIC,collard greens org,0,2.99,
715756100224,ORGANIC,BERRIES Blackberries,ct,4.99,
94675,ORGANIC,PEAS SUGAR SNAP,PER LB,5.99,
93108,ORGANIC,ORANGES Valencia,0,1.99,
94710,ORGANIC,PEPPER HOT,PER LB,5.99,
94046,ORGANIC,AVOCADOS HASS,EA,1.49,
94885,ORGANIC,Basil local,ct,3.29,
94628,ORGANIC,KOHLRABI,EA,3.99,
690545915336,ORGANIC,POTATO FINGERLING FRENCH,EA,3.99,
94555,ORGANIC,CABBAGE Savoy,PER LB,1.39,
94784,ORGANIC,SQUASH YELLOW OG,0,2.99,
751944980094,ORGANIC,0,0,2.39,
94712,ORGANIC,PEPPER MINI SWEET,EA,3.99,
93302,ORGANIC,APRICOT,0,5.99,
94528,ORGANIC,BEANS Fava Broad,0,2.99,
94063,ORGANIC,TOMATO Regular,0,3.49,
033383012421,ORGANIC,APPLES BR,0,4.99,
716310521844,ORGANIC,TOMATO GRAPE,EA,2.99,
895203001097,ORGANIC GIRL,SALAD MIX HERB OG,5 OZ,4.69,
895203001158,ORGANIC GIRL,SALAD MIX BABY ARUGULA,5 OZ,4.69,
895203001264,ORGANIC GIRL,SALAD MIX 50/50 CLAMSHELL OG,5 OZ,4.69,
895203001387,ORGANIC GIRL,SALAD MIX BABY KALE,5 OZ,4.69,
895203001448,ORGANIC GIRL,SALAD SUPER SPINACH,5 OZ,4.69,
895203001110,ORGANIC GIRL,SALAD SPINACH ARUGULA OG,5 OZ,4.69,
895203001165,ORGANIC GIRL,SPINACH BAGY,1 LB,6.99,
895203001400,ORGANIC GIRL,SALAD MIX MACHE,3.5 OZ,5.39,
895203001172,ORGANIC GIRL,SALAD MIX BABY,1 LB,6.99,
895203001455,ORGANIC GIRL,SALAD MIX MACHE BLEND,3.5 OZ,4.69,
7503015780392,PARADISE,RASPBERRY,6 OZ,2.99,
610462100721,PATAGONIA ORCHARDS,BAGGED PINK LADY APPLES OG,3 LB,7.99,
874896007500,PERO,GREEN BEANS,2 LB,5.99,
874896005575,PERO FAMILY FARMS,MINI SWEET PEPPERS CV,16 OZ,3.99,
824150112082,POM WONDERFUL,FRESH POMEGRANATE ARILS,8 OZ,6.99,
4289,PROD,GRAPEFRUIT Deep Red,EA,0.99,
94070,PRODUCE,CELERY ORG,PER LB,2.39,
4390,PRODUCE,"ORANGES, HEIRLOOM NAVEL",PER LB,1.99,
94727,PRODUCE,Potatoes yukon,PER LB,1.99,
93107,PRODUCE,ORANGE NAVEL ORG,PER LB,1.99,
94166,PRODUCE,ONIONS SWEET ORG,PER LB,1.69,
94800,PRODUCE,TOMATO ORGANIC,PER LB,3.49,
94072,PRODUCE,POTATOESRUSSET,PER LB,1.39,
4593,PRODUCE,CUCUMBER ENGLISH CONV,EA,1.99,
94725,PRODUCE,POTATORUSSET,PER LB,1.49,
812049009100,PRODUCE,BLUEBERRY PINT CONV,PINT,3.99,
94073,PRODUCE,Potatoes red,PER LB,1.99,
94023,PRODUCE,GRAPES RED-FLAMES,PER LB,3.99,
40405,PRODUCE,GUACAMOLE CV,0,8.99,
94048,PRODUCE,LIMESORG,PER LB,3.99,
715756100019,PRODUCE,RASPBERRIES CONV,0,2.99,
94032,PRODUCE,Watermelon red seedless,lb,0.79,
891700002384,PRODUCE,BLACKBERRIES,6 OZ,4.99,
4012,PRODUCE,ORANGE NAVEL CONV,PER LB,1.69,
3283,PRODUCE,APPLE HONEYCRISP CONVE,PER LB,3.99,
94128,PRODUCE,APPLESPINKLADYORG,PER LB,3.99,
94312,PRODUCE,MANGO YELLOW ORG,0,0.99,
94624,PRODUCE,KALE LACINATO OG,EA,2.49,
033383900018,PRODUCE,YELLOW ONION,3 LB,4.99,
94133,PRODUCE,APPLE GALA ORG,PER LB,3.39,
94818,PRODUCE,YAMS ORG,PER LB,2.39,
94620,PRODUCE,KALE LACINATO  ORG,EA,2.49,
054107221028,PRODUCE,CUTIES CLEMENTINES,2 LB,4.99,
000000027199,PRODUCE,BABY GREENS MIX,EA,3.99,
94799,PRODUCE,TOMATO OG,0,3.49,
40085,PRODUCE,FRUIT MEDLEY,PER LB,6.99,
606105801551,PRODUCE,TOMATO SAN MARZANO CV,10oz,3.49,
94663,PRODUCE,ONIONS WHITE ORG,PER LB,2.59,
89505,PRODUCE,ORANGE JUICE,PT,3.99,
899062002912,PRODUCE,BLUEBERRY,4.4 OZ,3.99,
40065,PRODUCE,BERRY MIX,PER LB,8.99,
89525,PRODUCE,ORANGE JUICE,1/2 PT,2.49,
94288,PRODUCE,GRAPEFRUIT ORG,PER LB,1.79,
94588,PRODUCE,CHARDRAINBOWORG,EA,2.99,
94410,PRODUCE,PEARSREDBARTLETTORG,PER LB,2.49,
3112,PRODUCE,PAPAYA CONV,PER LB,1.99,
94139,PRODUCE,APPLE GRANNY SMITH OG,PER LB,2.99,
033383009605,PRODUCE,APPLE GALA BAGGED ORG,BAG,7.99,
4688,PRODUCE,PEPPER BELL RED CONV,PER LB,3.99,
93283,PRODUCE,APPLES HONEYCRISP ORG,PER LB,5.99,
93066,PRODUCE,APPLES CAMEO ORG,PER LB,2.99,
